,HKT,CC,temp
250,2019-10-07 13:08:00,93.0,
251,2019-10-07 13:09:00,90.0,26.5
252,2019-10-07 13:11:00,92.0,
253,2019-10-07 13:12:00,92.0,26.5
254,2019-10-07 13:14:00,91.0,
255,2019-10-07 13:15:00,92.0,
256,2019-10-07 13:16:00,89.0,26.8
257,2019-10-07 13:18:00,93.0,26.8
258,2019-10-07 13:20:00,91.0,
259,2019-10-07 13:21:00,97.0,
260,2019-10-07 13:23:00,95.0,26.8
261,2019-10-07 13:25:00,90.0,
262,2019-10-07 13:27:00,95.0,27.1
263,2019-10-07 13:29:00,93.0,27.1
264,2019-10-07 13:30:00,85.0,27.1
265,2019-10-07 13:32:00,82.0,
266,2019-10-07 13:33:00,89.0,
267,2019-10-07 13:35:00,89.0,
268,2019-10-07 13:37:00,88.0,27.2
269,2019-10-07 13:39:00,92.0,27.2
270,2019-10-07 13:41:00,90.0,
271,2019-10-07 13:42:00,87.0,
272,2019-10-07 13:44:00,90.0,27.4
273,2019-10-07 13:46:00,94.0,
274,2019-10-07 13:48:00,85.0,
275,2019-10-07 13:50:00,88.0,
276,2019-10-07 13:52:00,93.0,
277,2019-10-07 13:54:00,95.0,
278,2019-10-07 13:56:00,96.0,27.6
279,2019-10-07 13:58:00,98.0,27.6
280,2019-10-07 13:59:00,98.0,27.6
281,2019-10-07 14:01:00,94.0,27.6
282,2019-10-07 14:01:59,94.0,27.6
283,2019-10-07 14:04:00,91.0,27.6
284,2019-10-07 14:06:00,91.0,
285,2019-10-07 14:07:00,91.0,27.7
286,2019-10-07 14:08:59,87.0,27.7
287,2019-10-07 14:11:00,84.0,27.7
288,2019-10-07 14:11:59,87.0,
289,2019-10-07 14:14:00,87.0,27.7
290,2019-10-07 14:16:00,89.0,
291,2019-10-07 14:17:00,90.0,27.3
292,2019-10-07 14:19:00,95.0,27.3
293,2019-10-07 14:20:59,95.0,
294,2019-10-07 14:22:00,81.0,
295,2019-10-07 14:24:00,74.0,
296,2019-10-07 14:26:00,76.0,27.3
297,2019-10-07 14:27:59,80.0,
298,2019-10-07 14:30:00,84.0,27.3
299,2019-10-07 14:32:00,87.0,27.3
300,2019-10-07 14:33:59,83.0,
301,2019-10-07 14:35:00,78.0,27.5
302,2019-10-07 14:36:59,75.0,
303,2019-10-07 14:39:00,73.0,27.5
304,2019-10-07 14:40:59,72.0,
305,2019-10-07 14:42:00,66.0,27.5
306,2019-10-07 14:43:59,66.0,27.5
307,2019-10-07 14:46:00,73.0,
308,2019-10-07 14:46:59,78.0,
309,2019-10-07 14:49:00,82.0,
310,2019-10-07 14:51:00,81.0,27.7
311,2019-10-07 14:53:00,77.0,27.7
312,2019-10-07 14:55:00,83.0,27.8
313,2019-10-07 14:56:59,87.0,27.8
314,2019-10-07 14:58:00,88.0,
315,2019-10-07 14:59:59,84.0,27.8
316,2019-10-07 15:01:59,79.0,
317,2019-10-07 15:04:00,75.0,
318,2019-10-07 15:05:59,69.0,27.8
319,2019-10-07 15:08:00,72.0,27.8
320,2019-10-07 15:08:59,74.0,
321,2019-10-07 15:11:00,79.0,27.8
322,2019-10-07 15:12:59,75.0,
323,2019-10-07 15:14:00,70.0,27.4
324,2019-10-07 15:15:59,77.0,
325,2019-10-07 15:17:59,77.0,27.4
326,2019-10-07 15:20:00,77.0,
327,2019-10-07 15:20:59,76.0,
328,2019-10-07 15:23:00,75.0,27.4
329,2019-10-07 15:24:59,74.0,27.5
330,2019-10-07 15:27:00,75.0,27.5
331,2019-10-07 15:27:59,69.0,27.5
332,2019-10-07 15:30:00,68.0,
333,2019-10-07 15:30:59,79.0,
334,2019-10-07 15:33:00,85.0,27.5
335,2019-10-07 15:34:59,81.0,
336,2019-10-07 15:36:59,72.0,27.3
337,2019-10-07 15:38:59,71.0,
338,2019-10-07 15:40:00,80.0,
339,2019-10-07 15:41:59,79.0,
340,2019-10-07 15:43:59,78.0,
341,2019-10-07 15:46:00,72.0,27.2
342,2019-10-07 15:47:59,65.0,
343,2019-10-07 15:49:59,74.0,27.2
344,2019-10-07 15:52:00,78.0,
345,2019-10-07 15:53:00,77.0,27.2
346,2019-10-07 15:54:59,77.0,27.1
347,2019-10-07 15:56:59,78.0,
348,2019-10-07 15:59:00,81.0,
349,2019-10-07 16:01:00,84.0,27.1
350,2019-10-07 16:03:00,83.0,
351,2019-10-07 16:04:00,80.0,27.2
352,2019-10-07 16:06:00,72.0,
353,2019-10-07 16:08:00,73.0,27.2
354,2019-10-07 16:10:00,73.0,27.2
355,2019-10-07 16:11:00,78.0,
356,2019-10-07 16:13:00,72.0,
357,2019-10-07 16:15:00,72.0,27.2
358,2019-10-07 16:17:00,77.0,
359,2019-10-07 16:18:00,87.0,27.1
360,2019-10-07 16:20:00,84.0,
361,2019-10-07 16:22:00,79.0,
362,2019-10-07 16:24:00,70.0,27.1
363,2019-10-07 16:26:00,70.0,
364,2019-10-07 16:27:00,74.0,
365,2019-10-07 16:29:00,78.0,27.1
366,2019-10-07 16:31:00,76.0,27.1
367,2019-10-07 16:33:00,74.0,27.1
368,2019-10-07 16:34:00,69.0,27.1
369,2019-10-07 16:36:00,73.0,
370,2019-10-07 16:37:00,74.0,26.9
371,2019-10-07 16:39:00,77.0,26.9
372,2019-10-07 16:41:00,76.0,26.9
373,2019-10-07 16:42:00,74.0,
